KTSN,NO,관리분류군,Phylum(Name),Phylum(국명),Class(Name),Class(국명),Order(Name),Order(국명),Family(Name),Family(국명),Genus(Name),Genus(국명),Species(Name),Species(국명),학명,대표국명,명명자,명명년도,특성
1.20E+11,8736,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Valvatida,연변목,Pseudarchasteridae,헛불가사리과,Pseudarchaster,헛불가사리속,parelii,헛불가사리,Pseudarchaster parelii,헛불가사리,(Düben & Koren),-1846,
1.20E+11,8737,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Pterasteridae,입방불가사리과,Diplopteraster,,multipes,복방석불가사리,Diplopteraster multipes,복방석불가사리,(M. Sars),-1866,
1.20E+11,8738,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Pterasteridae,입방불가사리과,Pteraster,입방불가사리속,militaris,주름입방불가사리,Pteraster militaris,주름입방불가사리,(O.F. Müller),-1776,
1.20E+11,8739,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Pterasteridae,입방불가사리과,Pteraster,입방불가사리속,tesselatus,입방불가사리,Pteraster tesselatus,입방불가사리,Ives,1888,
1.20E+11,8740,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Crossaster,주름불가사리속,japonicus,왜주름불가사리,Crossaster japonicus,왜주름불가사리,(Fisher),-1911,
1.20E+11,8741,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Crossaster,주름불가사리속,papposus,주름불가사리,Crossaster papposus,주름불가사리,(Linnaeus),-1767,
1.20E+11,8742,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Lophaster,갈기불가사리속,furcilliger,붉은갈기불가사리,Lophaster furcilliger,붉은갈기불가사리,Fisher,1905,
1.20E+11,8743,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Solaster,햇님불가사리속,dawsoni,도우손햇님불가사리,Solaster dawsoni,도우손햇님불가사리,Verrill,1880,
1.20E+11,8744,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Solaster,햇님불가사리속,endeca,넓은햇님불가사리,Solaster endeca,넓은햇님불가사리,(Linnaeus),-1771,
1.20E+11,8745,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Solaster,햇님불가사리속,paxillatus,주황햇님불가사리,Solaster paxillatus,주황햇님불가사리,Sladen,1889,
1.20E+11,8746,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Asteroidea,불가사리강,Velatida,대반목,Solasteridae,햇님불가사리과,Solaster,햇님불가사리속,uchidai,우치다햇님불가사리,Solaster uchidai,우치다햇님불가사리,Hayashi,1939,
1.20E+11,8747,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Andrometra,깃털갯고사리속,psyche,가는깃털갯고사리,Andrometra psyche,가는깃털갯고사리,(A.H.Clark),-1907,
1.20E+11,8748,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Antedon,예쁜갯고사리속,parviflora,가는수염예쁜갯고사리,Antedon parviflora,가는수염예쁜갯고사리,(A.H.Clark),-1912,
1.20E+11,8749,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Antedon,예쁜갯고사리속,serrata,가시예쁜갯고사리,Antedon serrata,가시예쁜갯고사리,A.H.Clark,1907,
1.20E+11,8750,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Boleometra,채찍갯고사리속,clio,요정채찍갯고사리,Boleometra clio,요정채찍갯고사리,(A.H. Clark),-1907,
1.20E+11,8751,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Heliometra,긴수염갯고사리속,glacialis,긴수염갯고사리,Heliometra glacialis,긴수염갯고사리,(Owen),-1833,
1.20E+11,8752,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Antedonidae,예쁜갯고사리과,Thaumatometra,긴마디갯고사리속,tenuis,얇은긴마디갯고사리,Thaumatometra tenuis,얇은긴마디갯고사리,(Clark A. H.),-1907,
1.20E+11,8753,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Calometridae,단단한갯고사리과,Gephyrometra,연결갯고사리속,versicolor,얼룩연결갯고사리,Gephyrometra versicolor,얼룩연결갯고사리,(A.H. Clark),-1907,
1.20E+11,8754,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Calometridae,단단한갯고사리과,Neometra,비단갯고사리속,multicolor,비단갯고사리,Neometra multicolor,비단갯고사리,(A.H. Clark),-1907,
1.20E+11,8755,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Colobometridae,돌기발갯고사리과,Cyllometra,줄무늬갯고사리속,manca,줄무늬갯고사리,Cyllometra manca,줄무늬갯고사리,(Carpenter),-1888,
1.20E+11,8756,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Colobometridae,돌기발갯고사리과,Decametra,십완갯고사리속,tigrina,범얼룩갯고사리,Decametra tigrina,범얼룩갯고사리,(A.H. Clark),-1907,
1.20E+11,8757,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Colobometridae,돌기발갯고사리과,Oligometra,범무늬갯고사리속,serripinna,범무늬갯고사리,Oligometra serripinna,범무늬갯고사리,(Carpenter),-1881,
1.20E+11,8758,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Comasteridae,깃갯고사리과,Comanthus,깃갯고사리속,parvicirrus,작은깃갯고사리,Comanthus parvicirrus,작은깃갯고사리,(Müller),-1841,
1.20E+11,8759,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Comatulidae,,Anneissia,,intermedius,가는발깃갯고사리,Anneissia intermedius,가는발깃갯고사리,(A.H. Clark),-1916,
1.20E+11,8760,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Comatulidae,,Anneissia,,japonica,일본깃갯고사리,Anneissia japonica,일본깃갯고사리,(Müller),-1841,
1.20E+11,8761,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Comatulidae,,Anneissia,,pinguis,털깃갯고사리,Anneissia pinguis,털깃갯고사리,(AH Clark),-1909,
1.20E+11,8762,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Comatulidae,,Anneissia,,solaster,깃갯고사리,Anneissia solaster,깃갯고사리,(A.H. Clark),-1916,
1.20E+11,8763,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Thalassometridae,바다갯고사리과,Parametra,푸른발갯고사리속,orion,푸른발갯고사리,Parametra orion,푸른발갯고사리,(A.H. Clark),-1907,
1.20E+11,8764,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Tropiometridae,,Tropiometra,,macrodiscus,,Tropiometra macrodiscus,,(Hara),-1895,
1.20E+11,8765,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Crinoidea,바다나리강,Comatulida,바다나리목,Zygometridae,연접갯고사리과,Catoptometra,매끈발갯고사리속,rubroflava,띠매끈발갯고사리,Catoptometra rubroflava,띠매끈발갯고사리,(A.H. Clark),-1907,
1.20E+11,8766,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Arbacioida,능치성게목,Arbaciidae,능치성게과,Coelopleurus,능치성게속,undulatus,파동측강성게,Coelopleurus undulatus,파동측강성게,Mortensen,1934,
1.20E+11,8767,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Echinometridae,만두성게과,Echinometra,만두성게속,mathaei,만두성게,Echinometra mathaei,만두성게,(Blainville),-1825,
1.20E+11,8768,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Echinometridae,만두성게과,Echinostrephus,,molaris,흰꼭지성게,Echinostrephus molaris,흰꼭지성게,(Blainville),-1825,
1.20E+11,8769,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Echinometridae,만두성게과,Heliocidaris,보라성게속,crassispina,보라성게,Heliocidaris crassispina,보라성게,(A. Agassiz),-1863,
1.20E+11,8770,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Strongylocentrotidae,둥근성게과,Hemicentrotus,말똥성게속,pulcherrimus,말똥성게,Hemicentrotus pulcherrimus,말똥성게,(A. Agassiz),-1863,
1.20E+11,8771,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Strongylocentrotidae,둥근성게과,Mesocentrotus,,nudus,둥근성게,Mesocentrotus nudus,둥근성게,(A. Agassiz),-1863,
1.20E+11,8772,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Strongylocentrotidae,둥근성게과,Pseudocentrotus,분홍성게속,depressus,분홍성게,Pseudocentrotus depressus,분홍성게,(A. Agassiz),-1863,
1.20E+11,8773,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Strongylocentrotidae,둥근성게과,Strongylocentrotus,둥근성게속,intermedius,새치성게,Strongylocentrotus intermedius,새치성게,(A. Agassiz),-1863,
1.20E+11,8774,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Strongylocentrotidae,둥근성게과,Strongylocentrotus,둥근성게속,pallidus,연약둥근성게,Strongylocentrotus pallidus,연약둥근성게,(G.O. Sars),-1871,
1.20E+11,8775,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Mespilia,비파분지성게속,globulus,고높은분지성게,Mespilia globulus,고높은분지성게,(Linnaeus),-1758,
1.20E+11,8776,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Microcyphus,작은분지성게속,olivaceus,올리브분지성게,Microcyphus olivaceus,올리브분지성게,(Döderlein),-1885,
1.20E+11,8777,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Temnopleurus,분지성게속,hardwickii,하드윅분지성게,Temnopleurus hardwickii,하드윅분지성게,(Gray),-1855,
1.20E+11,8778,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Temnopleurus,분지성게속,reevesii,바늘분지성게,Temnopleurus reevesii,바늘분지성게,(Gray),-1855,
1.20E+11,8779,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Temnopleurus,분지성게속,toreumaticus,분지성게,Temnopleurus toreumaticus,분지성게,(Leske),-1778,
1.20E+11,8780,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Temnotrema,작은성게속,rubrum,빨강작은성게,Temnotrema rubrum,빨강작은성게,(Döderlein),-1885,
1.20E+11,8781,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Temnopleuridae,분지성게과,Temnotrema,작은성게속,sculptum,작은성게,Temnotrema sculptum,작은성게,A. Agassiz,1863,
1.20E+11,8782,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Toxopneustidae,주발성게과,Toxopneustes,주발성게속,pileolus,주발성게,Toxopneustes pileolus,주발성게,(Lamarck),-1816,
1.20E+11,8783,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Camarodonta,공치성게목,Toxopneustidae,주발성게과,Tripneustes,흰수염성게속,gratilla,흰수염성게,Tripneustes gratilla,흰수염성게,(Linnaeus),-1758,
1.20E+11,8784,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Cidaroida,관극성게목,Cidaridae,관극성게과,Goniocidaris,모서리관극성게속,biserialis,모서리관극성게,Goniocidaris biserialis,모서리관극성게,(Döderlein),-1885,
1.20E+11,8785,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Cidaroida,관극성게목,Cidaridae,관극성게과,Phalacrocidaris,가는관극성게속,japonica,가는관극성게,Phalacrocidaris japonica,가는관극성게,(Döderlein),-1885,
1.20E+11,8786,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Cidaroida,관극성게목,Cidaridae,관극성게과,Prionocidaris,톱니관극성게속,baculosa,톱니관극성게,Prionocidaris baculosa,톱니관극성게,(Lamarck),-1816,
1.20E+11,8787,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Clypeasteroida,연잎성게목,Astriclypeidae,구멍연잎성게과,Astriclypeus,구멍연잎성게속,manni,구멍연잎성게,Astriclypeus manni,구멍연잎성게,Verrill,1867,
1.20E+11,8788,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Clypeasteroida,연잎성게목,Clypeasteridae,방패연잎성게과,Clypeaster,방패연잎성게속,japonicus,방패연잎성게,Clypeaster japonicus,방패연잎성게,Döderlein,1885,
1.20E+11,8789,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Clypeasteroida,연잎성게목,Clypeasteridae,방패연잎성게과,Clypeaster,방패연잎성게속,virescens,초록방패연잎성게,Clypeaster virescens,초록방패연잎성게,Döderlein,1885,
1.20E+11,8790,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Clypeasteroida,연잎성게목,Laganidae,납작연잎성게과,Peronella,브로지연잎성게속,japonica,브로지연잎성게,Peronella japonica,브로지연잎성게,Mortensen,1948,
1.20E+11,8791,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Clypeasteroida,연잎성게목,Scutellidae,쟁반연잎성게과,Scaphechinus,연잎성게속,mirabilis,연잎성게,Scaphechinus mirabilis,연잎성게,A. Agassiz,1863,
1.20E+11,8792,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Diadematoida,왕관성게목,Diadematidae,왕관성게과,Diadema,왕관성게속,setosum,가시왕관성게,Diadema setosum,가시왕관성게,(Leske),-1778,
1.20E+11,8793,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Echinolampadoida,만두등성게목,Echinolampadidae,만두등성게과,Echinolampas,만두등성게속,koreana,한국만두등성게,Echinolampas koreana,한국만두등성게,H.L. Clark,1925,
1.20E+11,8794,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Echinothurioida,린각성게목,Echinothuriidae,린각성게과,Araeosoma,얇은각성게속,owstoni,오스톤얇은각성게,Araeosoma owstoni,오스톤얇은각성게,Mortensen,1904,
1.20E+11,8795,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Echinothurioida,린각성게목,Echinothuriidae,린각성게과,Asthenosoma,유연각성게속,ijimai,유연각성게,Asthenosoma ijimai,유연각성게,Yoshiwara,1897,
1.20E+11,8796,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Brissidae,큰염통성게과,Brissus,큰염통성게속,agassizii,큰염통성게,Brissus agassizii,큰염통성게,Döderlein,1885,
1.20E+11,8797,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Loveniidae,모래무치염통성게과,Echinocardium,모래무치염통성게속,cordatum,모래무치염통성게,Echinocardium cordatum,모래무치염통성게,(Pennant),-1777,
1.20E+11,8798,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Maretiidae,의염통성게과,Nacospatangus,의염통성게속,alta,의염통성게,Nacospatangus alta,의염통성게,(A. Agassiz),-1863,
1.20E+11,8799,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Schizasteridae,균열염통성게과,Brisaster,낮은염통성게속,latifrons,낮은염통성게,Brisaster latifrons,낮은염통성게,(A. Agassiz),-1898,
1.20E+11,8800,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Schizasteridae,균열염통성게과,Schizaster,균열염통성게속,lacunosus,염통성게,Schizaster lacunosus,염통성게,(Linnaeus),-1758,
1.20E+11,8801,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Spatangoida,염통성게목,Spatangidae,염통성게과,Spatangus,염통성게속,luetkeni,뤼트겐염통성게,Spatangus luetkeni,뤼트겐염통성게,A. Agassiz,1872,
1.20E+11,8802,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Echinoidea,성게강,Stomopneustoida,조각관성게목,Glyptocidaridae,조각관성게과,Glyptocidaris,조각관성게속,crenularis,조각관성게,Glyptocidaris crenularis,조각관성게,A. Agassiz,1864,
1.20E+11,8803,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Apodida,무족목,Chiridotidae,바퀴해삼과,Polycheira,많은바퀴해삼속,rufescens,보라바퀴해삼,Polycheira rufescens,보라바퀴해삼,(Brandt),-1835,
1.20E+11,8804,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Apodida,무족목,Synaptidae,닻해삼과,Leptosynapta,찬닻해삼속,inhaerens,아기닻해삼,Leptosynapta inhaerens,아기닻해삼,(O.F. Müller),-1776,
1.20E+11,8805,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Apodida,무족목,Synaptidae,닻해삼과,Oestergrenia,주걱닻해삼속,dubia,주걱닻해삼,Oestergrenia dubia,주걱닻해삼,(Semper),-1867,
1.20E+11,8806,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Apodida,무족목,Synaptidae,닻해삼과,Patinapta,둥근닻해삼속,ooplax,둥근닻해삼,Patinapta ooplax,둥근닻해삼,(von Marenzeller),-1882,
1.20E+11,8807,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Apodida,무족목,Synaptidae,닻해삼과,Protankyra,가시닻해삼속,bidentata,가시닻해삼,Protankyra bidentata,가시닻해삼,(Woodward & Barrett),-1858,
1.20E+11,8808,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Aspidochirotida,순수목,Holothuriidae,해삼과,Holothuria,해삼속,pardalis,점해삼,Holothuria (Lessonothuria) pardalis,점해삼,Selenka,1867,
1.20E+11,8809,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Aspidochirotida,순수목,Holothuriidae,해삼과,Holothuria,해삼속,hilla,개해삼,Holothuria (Mertensiothuria) hilla,개해삼,Lesson,1830,
1.20E+11,8810,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Aspidochirotida,순수목,Holothuriidae,해삼과,Holothuria,해삼속,pervicax,눈해삼,Holothuria (Stauropora) pervicax,눈해삼,Selenka,1867,
1.20E+11,8811,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Aspidochirotida,순수목,Stichopodidae,돌기해삼과,Apostichopus,아포돌기해삼속,japonicus,돌기해삼,Apostichopus japonicus,돌기해삼,(Selenka),-1867,
1.20E+11,8812,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Aspidochirotida,순수목,Synallactidae,중간해삼과,Synallactes,중간해삼속,nozawai,중간해삼,Synallactes nozawai,중간해삼,Mitsukuri,1912,
1.20E+11,8813,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Amphicyclus,이원촉수해삼속,japonicus,이원촉수해삼,Amphicyclus japonicus,이원촉수해삼,Bell,1884,
1.20E+11,8814,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Cucumaria,광삼속,frondosa,,Cucumaria frondosa japonica,타원광삼,Semper,1867,
1.20E+11,8815,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Cucumaria,광삼속,miniata,소광삼,Cucumaria miniata,소광삼,(Brandt),-1835,
1.20E+11,8816,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Neoamphicyclus,,problematica,쿠쿠멜라광삼,Neoamphicyclus problematica,쿠쿠멜라광삼,(Heding & Panning),-1954,
1.20E+11,8817,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Neocucumis,신광삼속,watasei,와타세신광삼,Neocucumis watasei,와타세신광삼,(Ohshima),-1915,
1.20E+11,8818,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Ocnus,헛광삼속,capensis,헛광삼,Ocnus capensis,헛광삼,(Théel),-1886,
1.20E+11,8819,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Pentacta,오각해삼속,doliolum,오각해삼,Pentacta doliolum,오각해삼,(Pallas),-1766,
1.20E+11,8820,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Plesiocolochirus,토막해삼속,inornatus,수수해삼,Plesiocolochirus inornatus,수수해삼,(von Marenzeller),-1882,
1.20E+11,8821,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Pseudocnus,의광삼속,echinatus,성게광삼,Pseudocnus echinatus,성게광삼,(von Marenzeller),-1882,
1.20E+11,8822,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Cucumariidae,광삼과,Pseudocnus,의광삼속,pawsoni,파우손모조해삼,Pseudocnus pawsoni,파우손모조해삼,Won & Rho,1998,
1.20E+11,8823,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Lipotrapeza,화문해삼속,japonica,화문해삼,Lipotrapeza japonica,화문해삼,Heding & Panning,1954,
1.20E+11,8824,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Neothyonidium,소신해삼속,minutum,소신해삼,Neothyonidium minutum,소신해삼,(Ohshima),-1915,
1.20E+11,8825,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Phyllophorus,,hypsipyrga,높은탑해삼,Phyllophorus hypsipyrga,높은탑해삼,(von Marenzeller),-1882,
1.20E+11,8826,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Phyllophorus,잎사귀해삼속,ordinata,가시탑해삼,Phyllophorus ordinata,가시탑해삼,Chang,1935,
1.20E+11,8827,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Thyone,티오네해삼속,bicornis,두뿔티오네해삼,Thyone bicornis,두뿔티오네해삼,Ohshima,1915,
1.20E+11,8828,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Thyone,티오네해삼속,fusus,,Thyone fusus chinensis,방추티오네해삼,Yang,1937,
1.20E+11,8829,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Phyllophoridae,잎사귀해삼과,Thyone,티오네해삼속,micra,작은티오네해삼,Thyone micra,작은티오네해삼,H.L. Clark,1938,
1.20E+11,8830,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Psolidae,비늘해삼과,Psolus,비늘해삼속,phantapus,갈색비늘해삼,Psolus phantapus,갈색비늘해삼,(Strussenfelt),-1765,
1.20E+11,8831,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Psolidae,비늘해삼과,Psolus,비늘해삼속,squamatus,비늘해삼,Psolus squamatus,비늘해삼,(O.F. Müller),-1776,
1.20E+11,8832,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Sclerodactylidae,환꼬리해삼과,Afrocucumis,아프리카광삼속,africana,보라해삼붙이,Afrocucumis africana,보라해삼붙이,(Semper),-1867,
1.20E+11,8833,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Sclerodactylidae,환꼬리해삼과,Eupentacta,오각광삼속,quiquesemita,오각광삼,Eupentacta quiquesemita,오각광삼,(Selenka),-1867,
1.20E+11,8834,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Sclerodactylidae,환꼬리해삼과,Havelockia,꼬리해삼속,kojinensis,거진꼬리해삼,Havelockia kojinensis,거진꼬리해삼,(Won & Rho),-1998,
1.20E+11,8835,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Dendrochirotida,수수목,Sclerodactylidae,환꼬리해삼과,Sclerodactyla,환꼬리해삼속,multipes,다족환꼬리해삼,Sclerodactyla multipes,다족환꼬리해삼,(Théel),-1886,
1.20E+11,8836,무척추동물류(곤충류 제외),Echinodermata,극피동물문,Holothuroidea,해삼강,Molpadiida,은족목,Caudinidae,꼬리해삼과,Acaudina,민꼬리해삼속,molpadioides,은족민꼬리해삼,Acaudina molpadioides,은족민꼬리해삼,(Semper),-1867,
